time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
110022,-0.06,0.02,1.32,1.83,-22.28,5.31
110037,-0.06,0.00,1.29,0.43,-24.48,6.96
110053,-0.05,-0.01,1.28,-1.46,-25.70,6.59
110069,-0.04,-0.02,1.24,-1.53,-27.22,5.49
110085,-0.04,-0.02,1.20,3.17,-26.43,5.07
110101,-0.04,-0.01,1.19,5.49,-25.51,4.64
110117,-0.05,-0.00,1.14,4.39,-23.86,2.32
110133,-0.05,0.01,1.10,0.43,-23.13,1.28
110149,-0.04,0.03,1.11,-1.34,-22.89,0.79
110165,-0.06,0.01,1.07,-4.15,-23.19,1.46
110181,-0.04,-0.02,1.05,2.99,-21.61,4.64
110197,-0.04,-0.03,1.04,8.67,-21.18,5.62
110213,-0.04,-0.04,1.03,13.43,-19.65,4.21
110229,-0.03,-0.02,1.04,14.16,-18.62,-0.18
110245,-0.04,-0.02,1.04,14.59,-19.17,-1.28
110261,-0.04,0.00,1.06,19.41,-21.42,-3.30
110277,-0.04,0.01,1.03,22.77,-25.94,-2.87
110293,-0.02,0.03,1.03,24.66,-27.89,-1.89
110309,0.00,0.04,0.99,26.61,-31.62,-0.61
110325,0.01,0.03,0.96,28.56,-32.17,0.49
110341,0.02,0.04,0.96,28.08,-30.88,0.79
110357,0.02,0.03,0.95,25.15,-28.50,0.49
110373,0.02,0.03,0.94,27.16,-28.08,0.79
110389,0.03,0.04,0.91,28.50,-28.93,0.55
110405,0.03,0.08,0.87,29.30,-31.19,-2.08
110421,0.02,0.09,0.85,24.11,-33.26,-4.76
110437,0.01,0.10,0.80,20.63,-33.69,-4.82
110453,0.03,0.10,0.73,15.75,-33.20,-2.75
110469,0.05,0.09,0.70,14.22,-31.74,-0.43
110485,0.07,0.07,0.61,13.43,-29.91,0.12
110501,0.08,0.06,0.53,13.73,-24.78,-0.49
110517,0.09,0.08,0.50,13.79,-21.42,-1.65
110533,0.08,0.09,0.46,7.81,-13.61,-5.19
110549,0.08,0.12,0.45,1.40,-3.85,-7.02
110565,0.09,0.14,0.47,0.12,0.79,-6.35
110581,0.08,0.15,0.49,-1.59,4.15,-3.48
110597,0.08,0.14,0.49,1.04,5.07,1.95
110613,0.08,0.13,0.50,3.17,6.77,4.46
110629,0.09,0.12,0.52,1.59,9.16,6.47
110645,0.11,0.11,0.56,-5.98,10.99,5.13
110661,0.12,0.10,0.58,-7.93,12.57,4.33
110677,0.14,0.10,0.60,-6.10,15.63,4.94
110693,0.13,0.12,0.64,-2.93,18.19,4.76
110709,0.12,0.12,0.66,-4.09,20.32,5.07
110725,0.09,0.08,0.72,-8.79,28.08,10.38
