time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
170022,0.08,-0.14,1.00,0.79,-2.01,-11.66
170037,0.10,-0.12,1.00,0.98,-2.01,-12.33
170053,0.13,-0.10,1.01,2.20,-2.20,-12.88
170069,0.15,-0.09,1.00,0.73,-2.62,-11.47
170085,0.16,-0.08,1.00,-0.43,-2.62,-10.50
170101,0.13,-0.06,1.00,0.18,-1.77,-10.93
170117,0.12,-0.06,1.00,1.71,-1.65,-11.41
170133,0.13,-0.06,1.01,2.08,-2.26,-11.84
170149,0.17,-0.03,0.99,3.48,-1.83,-13.85
170165,0.19,0.03,1.00,2.56,-1.71,-16.42
170181,0.15,0.03,1.00,2.99,-1.89,-15.56
170197,0.11,0.06,1.01,2.14,-1.95,-12.63
170213,0.11,0.06,1.00,2.32,-2.14,-8.79
170229,0.11,0.07,1.00,2.14,-2.38,-8.18
170245,0.12,0.05,1.01,3.17,-2.20,-9.09
170261,0.14,0.03,1.00,1.22,-1.83,-11.54
170277,0.13,0.03,1.00,1.59,-2.01,-14.04
170293,0.12,0.04,1.02,1.46,-2.26,-21.36
170309,0.08,0.01,1.00,3.60,-2.56,-23.99
170325,0.09,0.03,1.00,3.66,-2.56,-25.45
170341,0.08,0.06,1.00,3.78,-2.81,-28.50
170357,0.08,0.08,1.00,-0.06,-2.69,-29.97
170373,0.07,0.09,1.00,-0.06,-2.75,-30.15
170389,0.09,0.12,1.00,0.79,-2.87,-30.70
170405,0.12,0.11,1.00,1.59,-2.62,-29.11
170421,0.12,0.12,1.00,1.53,-2.81,-27.47
170437,0.10,0.12,1.00,1.59,-3.30,-25.94
170453,0.09,0.11,1.00,1.22,-2.93,-26.86
170469,0.08,0.13,1.00,2.01,-2.69,-26.06
170485,0.09,0.15,1.00,0.37,-3.17,-22.89
170501,0.05,0.16,1.00,-0.49,-2.87,-19.23
170517,0.05,0.20,1.00,-0.37,-2.87,-17.33
170533,0.03,0.22,0.99,1.04,-2.69,-12.45
170549,-0.00,0.23,0.99,1.71,-1.59,-4.58
170565,-0.05,0.19,1.00,-0.06,-1.65,-0.49
170581,-0.05,0.12,1.00,1.89,-1.40,4.03
170597,-0.05,0.09,1.00,1.34,-1.16,2.32
170613,-0.02,0.06,1.00,1.28,-1.28,-0.06
170629,-0.04,0.08,1.00,1.65,-2.20,-4.46
170645,-0.08,0.09,1.00,1.22,-2.56,-5.62
170661,-0.11,0.11,1.00,3.17,-2.08,-4.58
170677,-0.10,0.09,1.00,2.81,-2.38,-1.40
170693,-0.09,0.07,1.00,3.05,-2.69,-0.24
170709,-0.07,0.05,1.00,1.53,-2.44,-0.06
170725,-0.10,0.02,1.01,1.59,-1.83,-0.61
170741,-0.11,0.03,1.01,1.71,-1.59,0.06
170757,-0.14,0.03,1.00,0.67,-1.59,2.38
170773,-0.15,0.02,1.00,0.12,-1.83,6.59
170789,-0.15,0.01,1.00,0.67,-1.83,8.24
170805,-0.14,-0.01,1.00,2.26,-1.77,8.12
170821,-0.14,-0.01,1.00,1.53,-2.26,6.41
170837,-0.13,0.01,1.00,1.77,-2.20,5.92
170853,-0.17,0.08,1.00,1.40,-1.95,6.96
170869,-0.17,0.13,1.00,1.71,-2.26,12.08
170885,-0.16,0.14,1.00,0.92,-2.32,16.60
170901,-0.15,0.12,1.00,2.20,-1.89,26.49
170917,-0.13,0.07,1.00,3.42,-1.22,35.34
170933,-0.13,0.05,1.00,3.05,-1.16,39.37
170949,-0.13,0.01,1.00,1.46,-0.85,44.19
170965,-0.13,-0.01,1.00,0.55,-0.79,46.63
170981,-0.13,-0.01,1.00,0.18,-0.85,48.28
170997,-0.13,-0.05,1.01,-0.49,-0.85,50.66
171013,-0.09,-0.08,1.00,3.17,-0.43,52.06
171029,-0.08,-0.12,1.01,2.75,-0.43,53.16
171045,-0.07,-0.17,1.01,1.65,-0.31,52.49
171061,-0.08,-0.19,1.00,0.55,-0.55,49.74
171077,-0.05,-0.22,1.01,1.28,-0.67,47.36
171093,-0.06,-0.24,1.01,3.17,-1.34,44.25
171109,-0.06,-0.27,1.00,0.00,-0.49,38.33
171125,-0.04,-0.28,1.01,0.49,-0.67,34.24
171141,-0.01,-0.28,1.00,2.08,-1.04,27.10
171157,-0.00,-0.25,1.01,4.27,-1.28,17.82
171173,-0.01,-0.22,1.00,2.87,-1.22,13.79
171189,-0.02,-0.21,1.02,1.22,-1.22,9.40
171205,0.02,-0.20,1.01,-0.31,-1.40,5.00
171221,0.04,-0.20,1.01,0.49,-1.95,2.81
171237,0.09,-0.21,1.01,0.61,-2.32,-0.24
171253,0.11,-0.20,1.00,3.42,-2.32,-4.70
171269,0.11,-0.19,1.01,1.59,-2.26,-7.14
171285,0.11,-0.15,1.01,0.92,-2.69,-9.83
171301,0.12,-0.12,1.00,-0.49,-1.53,-16.05
171317,0.13,-0.09,1.01,1.89,-1.53,-17.76
171333,0.17,-0.02,1.01,1.95,-2.56,-19.35
171349,0.19,0.01,1.00,3.54,-2.14,-16.78
171365,0.17,0.01,1.01,2.62,-1.95,-13.98
171381,0.16,0.00,1.01,2.01,-1.77,-9.28
171397,0.17,0.02,1.00,2.01,-2.14,-8.79
171413,0.18,0.02,1.00,3.23,-2.20,-8.73
171429,0.19,0.03,1.00,2.50,-2.56,-11.72
171445,0.18,0.03,1.00,3.60,-2.32,-15.38
171461,0.18,0.03,1.00,2.14,-2.08,-17.94
171477,0.15,0.02,1.00,1.28,-2.20,-20.45
171493,0.10,0.03,1.00,2.26,-2.26,-22.64
171509,0.11,0.04,1.00,3.54,-2.56,-24.41
171525,0.07,0.07,1.01,5.19,-2.75,-27.89
171541,0.07,0.05,1.00,0.73,-2.44,-30.33
171557,0.07,0.09,1.00,0.12,-2.56,-30.64
171573,0.08,0.15,1.00,1.16,-2.93,-31.01
171589,0.08,0.16,1.00,2.93,-2.56,-31.43
171605,0.09,0.16,1.00,1.28,-2.81,-31.62
171621,0.08,0.16,1.00,0.67,-2.81,-30.46
171637,0.06,0.18,1.00,2.50,-2.81,-25.94
171653,0.01,0.18,1.00,1.65,-3.36,-23.44
171669,-0.01,0.17,1.00,-0.43,-3.17,-19.65
171685,-0.00,0.14,1.01,-0.37,-3.11,-18.25
171701,0.03,0.16,1.00,1.04,-2.44,-15.32
171717,0.05,0.17,1.00,1.77,-2.08,-12.45
171733,-0.01,0.16,1.00,0.92,-1.89,-10.99
171749,-0.03,0.15,1.00,0.06,-1.89,-7.02
171765,-0.10,0.13,1.00,0.37,-1.89,-2.01
171781,-0.09,0.12,1.00,0.55,-1.53,0.49
171797,-0.06,0.10,1.00,0.55,-1.53,0.85
171813,-0.03,0.08,1.00,1.71,-2.32,-3.54
171829,-0.05,0.09,1.00,2.01,-2.14,-5.92
171845,-0.08,0.09,1.00,3.66,-2.08,-6.77
171861,-0.11,0.06,1.00,3.11,-2.32,-5.37
171877,-0.08,0.07,1.00,2.20,-2.50,-5.31
171893,-0.07,0.09,1.00,1.10,-2.26,-5.25
171909,-0.04,0.10,1.00,0.73,-1.83,-1.40
171925,-0.05,0.09,1.00,0.79,-1.77,1.59
171941,-0.07,0.06,1.00,0.49,-1.77,7.57
171957,-0.10,0.01,1.00,1.22,-1.89,14.59
171973,-0.12,-0.01,1.01,1.46,-1.83,17.09
171989,-0.13,-0.05,1.00,1.71,-1.59,16.78
172005,-0.11,-0.06,1.01,1.95,-1.83,9.95
172021,-0.09,-0.05,1.00,1.83,-1.89,6.77
172037,-0.09,-0.01,1.00,1.71,-1.95,4.33
172053,-0.09,0.03,1.00,0.67,-2.38,8.30
172069,-0.10,0.03,1.00,0.73,-2.38,11.78
172085,-0.13,0.03,1.01,3.05,-2.08,18.49
172101,-0.13,0.03,1.00,3.05,-1.71,23.44
172117,-0.12,0.03,1.00,2.50,-1.71,25.21
172133,-0.13,0.01,1.00,2.20,-1.22,28.81
172149,-0.15,0.03,1.00,2.56,-1.04,30.70
172165,-0.15,0.03,1.00,2.75,-1.28,31.92
172181,-0.14,0.01,1.00,1.40,-1.10,35.52
172197,-0.14,-0.01,1.00,-0.79,-1.04,39.79
172213,-0.13,-0.00,1.01,1.59,-0.98,42.18
172229,-0.10,-0.09,1.01,1.83,-1.10,46.88
172245,-0.09,-0.14,1.01,1.77,-0.67,48.52
172261,-0.10,-0.15,1.01,2.26,-0.06,47.49
172277,-0.13,-0.15,1.01,0.92,-0.85,43.76
172293,-0.14,-0.16,1.01,0.18,-0.31,42.36
172309,-0.13,-0.17,1.00,0.98,-0.85,41.20
172325,-0.08,-0.19,1.00,0.73,-0.98,39.00
172341,-0.02,-0.26,1.00,3.78,-0.61,36.80
172357,-0.00,-0.30,1.00,3.48,-1.28,34.42
172373,0.03,-0.31,1.01,1.89,-1.34,26.55
172389,0.06,-0.29,1.01,-0.55,-1.10,16.24
172405,0.07,-0.28,1.01,-2.20,-1.71,11.72
172421,0.12,-0.25,1.01,0.98,-1.95,4.88
172437,0.11,-0.25,1.00,-0.12,-2.01,-0.55
172453,0.13,-0.24,1.01,1.95,-2.08,-4.46
172469,0.18,-0.20,1.01,0.73,-2.44,-11.54
172485,0.21,-0.15,1.00,0.92,-1.53,-14.53
172501,0.22,-0.12,1.01,2.87,-1.59,-16.48
172517,0.22,-0.05,1.01,5.19,-1.77,-17.15
172533,0.18,-0.03,1.00,4.88,-1.71,-14.34
172549,0.19,-0.03,1.01,4.39,-1.59,-13.00
172565,0.20,-0.02,1.00,4.09,-1.95,-10.99
172581,0.22,-0.00,1.01,2.38,-2.50,-13.18
172597,0.22,0.00,1.00,2.62,-2.62,-15.69
172613,0.21,0.05,1.00,2.26,-2.62,-24.05
172629,0.20,0.10,1.00,3.91,-2.62,-29.54
172645,0.17,0.17,1.00,3.85,-2.69,-30.27
172661,0.10,0.23,1.00,2.50,-2.81,-28.20
172677,0.07,0.22,1.00,-1.59,-2.14,-21.18
172693,0.07,0.14,1.00,-1.77,-2.81,-16.54
172709,0.05,0.14,1.00,0.00,-2.56,-17.70
172725,0.07,0.15,1.00,2.01,-2.38,-22.95
172741,0.09,0.16,1.00,0.92,-2.20,-24.35
172757,0.08,0.18,1.00,3.05,-3.11,-25.57
172773,0.08,0.17,0.99,2.62,-3.42,-26.86
172789,0.04,0.16,1.00,-1.83,-2.81,-28.75
172805,-0.00,0.15,1.00,-1.34,-2.26,-24.05
172821,-0.02,0.14,1.00,1.22,-1.95,-21.91
172837,-0.01,0.12,1.00,3.17,-1.95,-19.53
172853,-0.01,0.12,1.00,0.55,-2.08,-19.71
172869,-0.02,0.13,1.00,0.00,-2.26,-19.53
172885,-0.05,0.15,1.00,1.59,-2.44,-17.58
172901,-0.07,0.16,1.00,1.65,-1.77,-13.37
172917,-0.06,0.16,1.00,1.28,-1.59,-10.62
172933,-0.09,0.14,1.00,0.18,-1.95,-3.66
172949,-0.07,0.12,1.00,1.16,-2.01,0.73
172965,-0.07,0.12,1.00,1.34,-2.14,2.01
172981,-0.07,0.11,1.00,1.46,-1.89,4.46
172997,-0.08,0.09,1.00,0.24,-2.01,5.86
173013,-0.09,0.08,1.00,0.12,-2.08,8.06
173029,-0.10,0.06,1.00,1.59,-2.01,13.18
173045,-0.12,0.01,1.00,0.79,-2.08,16.36
173061,-0.11,-0.01,1.00,0.49,-2.01,15.81
173077,-0.09,-0.00,1.01,0.73,-1.83,10.86
173093,-0.07,0.02,1.00,-0.18,-2.01,7.69
173109,-0.07,0.02,1.00,1.04,-1.95,7.81
173125,-0.06,0.05,1.00,2.87,-2.44,11.47
173141,-0.09,0.02,1.00,1.65,-2.08,17.15
173157,-0.10,0.00,1.00,1.77,-1.89,19.59
173173,-0.12,-0.03,1.00,0.31,-1.83,23.80
173189,-0.14,-0.01,1.01,2.62,-1.34,24.90
173205,-0.13,-0.02,1.01,1.71,-1.40,24.54
173221,-0.12,-0.01,1.00,1.40,-1.53,25.33
173237,-0.12,-0.02,1.01,1.71,-1.28,29.36
173253,-0.13,-0.04,1.00,0.24,-1.28,31.01
173269,-0.13,-0.05,1.00,2.20,-0.85,31.56
173285,-0.13,-0.08,1.00,3.23,-0.73,30.15
173301,-0.12,-0.07,1.01,3.36,-1.10,29.54
173317,-0.12,-0.07,1.01,2.75,-1.04,29.79
173333,-0.09,-0.07,1.01,1.89,-1.53,31.43
173349,-0.08,-0.09,1.00,1.77,-1.22,32.71
173365,-0.07,-0.16,1.00,3.05,-1.04,33.69
173381,-0.07,-0.19,1.00,2.56,-0.92,31.56
173397,-0.07,-0.22,1.01,2.14,-0.92,29.72
173413,-0.07,-0.23,1.01,0.61,-0.79,24.66
173429,-0.05,-0.22,1.00,1.77,-0.98,16.97
173445,-0.02,-0.21,1.00,2.99,-1.28,12.82
173461,-0.00,-0.18,1.01,2.75,-1.65,6.29
173477,-0.02,-0.15,1.01,0.85,-1.04,2.26
173493,0.00,-0.14,1.01,0.31,-1.46,0.31
173509,0.04,-0.13,1.01,0.37,-2.08,-0.61
173525,0.05,-0.14,1.00,0.79,-2.08,0.73
173541,0.07,-0.14,1.01,1.71,-1.83,1.59
173557,0.09,-0.13,1.01,2.32,-2.08,-0.06
173573,0.10,-0.11,1.01,0.24,-2.26,-2.01
173589,0.10,-0.09,1.00,0.06,-2.08,-2.99
173605,0.14,-0.05,1.00,0.98,-1.16,-5.43
173621,0.16,0.01,1.01,2.14,-1.59,-3.30
173637,0.19,0.02,1.00,1.53,-2.08,-0.18
173653,0.15,-0.01,1.01,3.85,-1.71,9.16
173669,0.13,-0.04,1.01,1.83,-1.53,13.49
173685,0.12,-0.10,1.01,0.79,-1.40,12.39
173701,0.13,-0.09,1.00,2.32,-1.40,5.80
173717,0.15,-0.05,1.00,4.03,-1.59,-4.27
173733,0.16,0.00,1.00,4.33,-2.08,-7.51
173749,0.18,0.03,1.00,2.69,-2.44,-11.47
173765,0.18,0.04,1.00,2.01,-2.99,-13.73
173781,0.17,0.06,1.00,1.95,-3.11,-14.89
173797,0.15,0.07,1.00,2.62,-2.62,-16.17
173813,0.14,0.08,1.00,1.83,-2.50,-17.58
173829,0.12,0.10,1.00,2.93,-2.01,-19.29
173845,0.10,0.10,1.00,2.62,-2.01,-20.32
173861,0.09,0.10,1.00,2.69,-2.08,-20.26
173877,0.09,0.10,1.00,2.93,-2.56,-19.23
173893,0.11,0.05,1.01,-0.31,-2.14,-20.02
173909,0.11,0.06,1.00,-1.89,-2.44,-22.22
173925,0.12,0.06,0.99,-2.99,-2.50,-27.40
173941,0.09,0.09,1.00,2.32,-2.87,-28.20
173957,0.08,0.11,1.00,4.33,-2.93,-27.65
173973,0.07,0.09,1.00,1.16,-2.56,-26.00
173989,0.02,0.08,1.00,0.18,-3.23,-24.78
174005,0.01,0.09,0.99,-0.73,-3.30,-25.33
174021,-0.02,0.10,1.01,-1.95,-2.87,-26.79
174037,0.02,0.13,1.00,1.40,-2.56,-25.51
174053,0.03,0.13,1.00,3.30,-2.44,-23.44
174069,0.01,0.14,1.00,1.83,-2.44,-18.49
174085,-0.06,0.14,1.00,1.16,-2.32,-13.55
174101,-0.08,0.14,1.01,1.83,-2.32,-10.74
174117,-0.06,0.11,1.00,1.71,-1.71,-8.36
174133,-0.06,0.08,1.00,0.85,-1.89,-9.70
174149,-0.07,0.07,1.00,0.85,-1.95,-11.11
174165,-0.07,0.08,1.00,0.79,-2.14,-13.67
174181,-0.10,0.10,1.00,2.38,-2.26,-14.53
174197,-0.10,0.12,1.00,1.59,-2.20,-13.49
174213,-0.11,0.14,1.00,-0.18,-2.50,-8.79
174229,-0.11,0.12,1.00,0.37,-2.08,-0.18
174245,-0.10,0.10,1.00,0.79,-1.95,3.17
174261,-0.09,0.05,1.00,1.59,-2.01,6.53
174277,-0.10,0.04,1.00,2.99,-2.01,9.22
174293,-0.10,0.04,1.00,2.62,-1.95,10.86
174309,-0.12,0.03,1.00,1.22,-1.95,16.42
174325,-0.12,0.00,1.01,0.31,-2.08,20.08
174341,-0.11,-0.00,1.00,0.43,-2.20,20.02
174357,-0.12,0.03,1.00,2.44,-2.01,19.29
174373,-0.12,0.02,1.00,3.48,-1.77,21.97
174389,-0.12,0.03,1.00,3.30,-1.59,24.29
174405,-0.16,-0.00,1.00,3.11,-1.22,29.66
174421,-0.17,-0.00,1.00,2.75,-1.04,31.25
174437,-0.17,0.01,1.00,2.56,-1.10,31.80
174453,-0.16,-0.01,1.01,0.73,-1.46,33.57
174469,-0.15,0.01,1.01,0.79,-1.40,36.13
174485,-0.16,-0.01,1.00,-0.49,-1.59,37.41
174501,-0.14,-0.07,1.00,1.40,-1.04,37.96
174517,-0.09,-0.08,1.01,2.69,-0.92,36.93
174533,-0.08,-0.09,1.01,2.56,-0.92,36.62
174549,-0.05,-0.11,1.00,2.69,-0.67,35.71
174565,-0.05,-0.14,1.01,1.46,-0.43,35.52
