timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,temp,humi
0,1.0791751384735109,0.9633152961730956,0.0742342472076416,0.348493766784668,1.1776565551757812,1.1782041549682616,0.9606453895568847,29.227740901808204,86.35690852216374
10,1.0791787147521972,0.9633028507232666,0.0742285251617431,0.3485299587249755,1.1688694953918457,1.169244861602783,0.9559390068054199,29.247882810711843,86.39658197909515
20,1.0791931629180909,0.9632703781127928,0.0742286682128906,0.3484764575958252,1.167494773864746,1.1678013324737548,0.9553978443145752,29.26802471961548,86.39810788128482
30,1.07920503616333,0.9633075714111328,0.074225378036499,0.3484392642974853,1.1672311305999756,1.1675046443939208,0.9553165912628173,29.207598992904565,86.36758983749142
40,1.0791884422302245,0.9632874011993408,0.0742262363433837,0.3484881877899169,1.1671817779541016,1.1674780368804931,0.9552726745605469,29.26802471961548,86.42252231631953
50,1.0791895866394043,0.9632466316223144,0.0742218017578125,0.3483856201171875,1.167207384109497,1.1674917697906493,0.9552253246307373,29.3284504463264,86.41641870756085
60,1.0791924476623536,0.9632795333862304,0.0742233753204345,0.3483886241912842,1.167189645767212,1.167491054534912,0.9552155971527099,29.26802471961548,86.41031509880217
70,1.0791837215423583,0.9632570743560792,0.074217939376831,0.3484402656555175,1.167172050476074,1.1674777507781982,0.9550925731658935,29.28816662851912,86.40115968566415
80,1.079298448562622,0.9632569313049316,0.0742110729217529,0.3483794689178466,1.1671674728393555,1.1674597263336182,0.9551157474517822,29.207598992904565,86.4042114900435
90,1.0792759895324706,0.9633400440216064,0.0742076396942138,0.3483588695526123,1.167282199859619,1.1673481464385986,0.9550772666931152,29.227740901808204,86.40573739223316
100,1.0790751457214356,0.9633164405822754,0.0742230892181396,0.3483748912811279,1.167321252822876,1.1673604488372802,0.9552984237670898,29.28816662851912,86.40115968566415
110,1.0792327880859374,0.963196849822998,0.0742170810699462,0.3483821868896484,1.1671226978302,1.1675281047821044,0.955187702178955,29.30830853742276,86.37827115281911
