timestamp,TGS2611-5.65,TGS2612-5.65,TGS2610-5.65,TGS2602-5.65,TGS2611-5.00,TGS2612-5.00,TGS2610-5.00,TGS2602-5.00
0.0,41.85,24.7043,23.76,2.85,100.5811,50.9103,52.6606,6.0966
2.0,41.85,24.7169,23.76,2.85,100.9154,50.8829,52.7257,6.0977
4.0,41.85,24.7237,23.76,2.85,101.0269,50.8897,52.7394,6.0974
6.0,41.85,24.7294,23.7566,2.85,100.8263,50.9411,52.6606,6.0974
8.0,41.8423,24.7203,23.7703,2.85,100.7363,50.948,52.6606,6.0951
10.0,41.8731,24.7134,23.7897,2.85,100.9634,50.972,52.718,6.0974
12.0,41.9091,24.75,23.8009,2.85,101.1534,50.9686,52.8037,6.0966
14.0,41.9709,24.7797,23.8043,2.85,101.2,51.0611,52.8566,6.0986
16.0,42.0069,24.8037,23.8326,2.85,101.2229,51.1091,52.89,6.1006
18.0,42.0309,24.8197,23.8623,2.85,101.3943,51.1503,52.9234,6.1077
20.0,42.0506,24.8369,23.87,2.85,101.36,51.14,52.9866,6.1031
22.0,42.0894,24.8231,23.8803,2.85,101.36,51.1503,53.0311,6.106
24.0,42.1091,24.7866,23.8963,2.85,101.3257,51.1091,53.02,6.1074
26.0,42.1331,24.7671,23.9237,2.85,101.4629,51.0406,53.02,6.1074
28.0,42.1769,24.7763,23.9397,2.85,101.6914,51.0509,53.0311,6.106
30.0,42.2077,24.7934,23.9534,2.85,101.6571,51.0783,52.9754,6.104
32.0,42.2146,24.79,23.9534,2.85,101.5657,51.0611,52.9569,6.1026
34.0,42.1494,24.79,23.9397,2.85,101.6229,51.0097,52.9651,6.1026
36.0,42.1011,24.7866,23.9237,2.85,101.8286,51.02,53.0723,6.1049
38.0,42.062,24.8037,23.8963,2.85,101.6571,51.02,53.0783,6.1026
40.0,42.0266,24.8094,23.8803,2.85,101.4629,51.02,53.0611,6.1026
42.0,41.9794,24.8003,23.8631,2.85,101.3257,51.02,53.0097,6.104
44.0,42.0069,24.8037,23.8837,2.85,101.36,51.02,53.0311,6.1077
46.0,42.0069,24.7991,23.8894,2.85,101.36,51.0303,52.9866,6.1014
48.0,41.9863,24.7706,23.8837,2.85,101.36,50.9686,52.9234,6.0951
50.0,41.9991,24.7569,23.8631,2.85,101.36,51.0029,52.89,6.0909
52.0,42.0077,24.7694,23.8649,2.85,101.2906,51.0371,52.8566,6.0974
54.0,42.1577,24.7774,24.0026,2.8517,101.7389,51.1023,53.2409,6.106
56.0,42.5523,24.7911,24.1757,2.8534,102.944,51.2043,52.46,6.1086
58.0,41.214,24.4529,22.8669,2.8231,97.6206,50.1483,45.9997,6.0194
60.0,37.9886,23.6406,20.4069,2.7266,83.4811,47.526,37.2009,5.7531
62.0,34.6774,22.7154,18.2331,2.5734,68.4646,44.3983,31.6226,5.352
64.0,33.2051,22.154,17.5274,2.4109,61.5051,42.5134,31.0086,4.94
66.0,32.5894,21.8506,17.2286,2.2717,59.8189,41.5886,30.6391,4.5817
68.0,32.1769,21.6383,17.0291,2.1591,58.8626,41.0563,30.2563,4.2826
70.0,31.8831,21.4843,16.8674,2.07,58.122,40.6069,29.9789,4.0349
72.0,31.6703,21.374,16.7551,2.0009,57.5443,40.312,29.73,3.836
74.0,31.5251,21.2891,16.6749,1.9491,57.1194,40.1343,29.5266,3.6766
76.0,31.416,21.2411,16.6091,1.91,56.7951,39.9637,29.3394,3.5491
78.0,31.348,21.2146,16.5534,1.8809,56.5557,39.8106,29.228,3.4426
80.0,31.3154,21.2003,16.5191,1.8591,56.3651,39.7831,29.1557,3.3574
82.0,31.2871,21.1917,16.4991,1.8391,56.286,39.7763,29.0971,3.2926
84.0,31.2517,21.1746,16.4809,1.8209,56.214,39.7169,29.0229,3.2374
86.0,31.1883,21.148,16.4557,1.8109,56.122,39.6231,28.9557,3.1909
88.0,31.1477,21.1146,16.436,1.81,55.946,39.5697,28.9057,3.1509
90.0,31.1357,21.118,16.4291,1.8083,55.89,39.5191,28.872,3.1183
92.0,31.14,21.1146,16.4249,1.8,55.922,39.522,28.8454,3.0909
94.0,31.14,21.1026,16.4151,1.7917,55.982,39.508,28.8303,3.0717
96.0,31.1443,21.0751,16.4083,1.7891,55.982,39.5177,28.8209,3.0566
98.0,31.1271,21.07,16.4117,1.79,55.946,39.4329,28.8114,3.0426
100.0,31.1029,21.0623,16.4049,1.7909,55.818,39.3611,28.77,3.0291
102.0,31.0814,21.0451,16.3934,1.7874,55.75,39.2994,28.7286,3.02
104.0,31.1029,21.0451,16.3934,1.7826,55.782,39.3406,28.7157,3.01
106.0,31.1271,21.0597,16.4049,1.7791,55.842,39.3794,28.72,2.9991
108.0,31.1443,21.0829,16.4134,1.78,55.83,39.4069,28.72,2.9917
110.0,31.1443,21.0871,16.4049,1.78,55.842,39.4,28.7243,2.99
112.0,31.1271,21.0751,16.3951,1.78,55.794,39.4069,28.7071,2.9874
114.0,31.0986,21.0374,16.3866,1.78,55.726,39.3794,28.6829,2.9834
116.0,31.0986,21.0151,16.3934,1.7809,55.666,39.3474,28.6657,2.9766
118.0,31.1229,21.01,16.4074,1.7774,55.714,39.2926,28.6657,2.9726
120.0,31.1477,21.0023,16.4343,1.7717,55.83,39.2606,28.6829,2.9691
122.0,31.2054,20.9851,16.4523,1.7717,55.946,39.2331,28.7029,2.97
124.0,31.276,20.9826,16.4677,1.7774,55.982,39.2331,28.7329,2.9709
126.0,31.3094,21.01,16.4731,1.7809,55.97,39.2606,28.77,2.9674
128.0,31.2949,21.0349,16.4851,1.78,55.958,39.2994,28.8114,2.9626
130.0,31.3154,21.0426,16.5017,1.78,56.006,39.3269,28.8243,2.9591
132.0,31.3497,21.04,16.5097,1.7809,56.074,39.32,28.82,2.9591
134.0,31.3446,21.04,16.5137,1.7766,56.122,39.32,28.82,2.9626
136.0,31.3309,21.04,16.5063,1.7751,56.11,39.3269,28.8166,2.9674
138.0,31.3394,21.0374,16.512,1.7766,56.11,39.2926,28.8303,2.9709
140.0,31.3609,21.0503,16.5131,1.7809,56.11,39.2811,28.8531,2.9709
142.0,31.3771,21.0546,16.5234,1.7809,56.122,39.2994,28.8531,2.9666
144.0,31.3843,21.0529,16.5149,1.7774,56.062,39.3063,28.8303,2.9651
146.0,31.3771,21.0323,16.5051,1.7726,56.054,39.2674,28.8209,2.9666
148.0,31.3557,21.0074,16.4983,1.7691,56.026,39.2057,28.8071,2.9709
150.0,31.36,20.9903,16.5,1.7691,56.018,39.214,28.7786,2.97
152.0,31.3557,21.0074,16.4983,1.7734,55.946,39.1611,28.7666,2.9709
154.0,31.3394,21.0271,16.4777,1.7731,55.8834,39.1534,28.7309,2.9657
156.0,31.428,21.0469,16.55,1.7769,56.2197,39.2031,29.116,2.9643
158.0,31.8309,21.136,16.8434,1.7866,57.5657,39.4954,30.2357,2.98
160.0,32.5937,21.3586,17.3909,1.81,60.16,40.0531,32.0023,3.0183
162.0,33.5694,21.6494,18.0557,1.8434,63.3891,40.9394,33.8126,3.0717
164.0,34.5334,21.9909,18.7257,1.8857,66.7371,41.8926,35.5109,3.1391
166.0,35.4194,22.2846,19.3223,1.9317,69.816,42.7937,37.1046,3.2209
168.0,36.2269,22.5686,19.8503,1.9809,72.6857,43.6446,38.6263,3.3074
170.0,36.984,22.8271,20.324,2.0391,75.318,44.5086,40.0706,3.4043
172.0,37.634,23.0806,20.7491,2.1009,77.7897,45.246,41.3263,3.5066
174.0,38.1583,23.2651,21.126,2.1574,80.0849,45.894,42.4537,3.61
176.0,38.6169,23.4554,21.4614,2.2134,82.1271,46.4637,43.466,3.7126
178.0,39.0974,23.6351,21.7729,2.2674,83.9411,47.006,44.4286,3.8166
180.0,39.4654,23.7863,22.0337,2.3217,85.5486,47.5509,45.2994,3.9234
182.0,39.7883,23.9049,22.2629,2.3683,87.1457,47.994,46.0617,4.0274
184.0,40.0237,24.0334,22.4557,2.4109,88.5817,48.3263,46.7189,4.1309
186.0,40.3311,24.1366,22.6257,2.4509,89.9857,48.61,47.3566,4.2309
188.0,40.5326,24.2083,22.7711,2.4883,91.0886,48.9203,47.9066,4.3283
190.0,40.6906,24.2526,22.8871,2.5209,91.9523,49.1909,48.3643,4.4226
192.0,40.7526,24.2969,22.976,2.5509,92.4534,49.3403,48.6929,4.5049
194.0,40.8297,24.3069,23.04,2.5783,92.9683,49.4277,48.9686,4.5869
196.0,40.9509,24.3217,23.1126,2.6009,93.5691,49.4931,49.21,4.6649
198.0,41.0394,24.3351,23.1757,2.62,94.2009,49.6269,49.5003,4.7417
200.0,41.1457,24.3763,23.22,2.6409,94.6417,49.7017,49.7414,4.8109
202.0,41.2011,24.3863,23.25,2.6574,94.9666,49.7609,49.8674,4.8783
204.0,41.2869,24.4137,23.3003,2.6743,95.3226,49.8474,50.0109,4.9409
206.0,41.31,24.4297,23.3454,2.684,95.6791,49.9317,50.1809,5.0009
208.0,41.3683,24.4434,23.3626,2.696,96.0709,50.0003,50.3497,5.0583
210.0,41.3994,24.44,23.3677,2.7074,96.3383,50.0491,50.4097,5.1109
212.0,41.4191,24.44,23.394,2.7183,96.3991,50.0903,50.5194,5.1609
214.0,41.4509,24.44,23.436,2.7234,96.4634,50.0706,50.6106,5.2083
216.0,41.456,24.4331,23.4589,2.7266,96.77,50.1083,50.7203,5.2509
218.0,41.474,24.4606,23.4837,2.7326,97.0449,50.1514,50.7897,5.2891
220.0,41.4791,24.496,23.4971,2.74,97.2351,50.2303,50.92,5.3334
222.0,41.5177,24.5371,23.5237,2.7466,97.5417,50.2689,51.0503,5.3757
224.0,41.51,24.5497,23.5246,2.756,97.6897,50.3511,51.1291,5.4117
226.0,41.51,24.5634,23.5203,2.7649,97.732,50.4094,51.2114,5.44
228.0,41.5177,24.56,23.5049,2.7709,97.7531,50.3991,51.2183,5.4691
230.0,41.4869,24.56,23.5177,2.7726,97.9117,50.3717,51.2011,5.5034
232.0,41.4431,24.56,23.5323,2.7774,97.88,50.3889,51.1497,5.5357
234.0,41.4046,24.56,23.5426,2.78,97.8474,50.4403,51.1497,5.5617
236.0,41.4509,24.5634,23.5426,2.7826,98.0103,50.43,51.1909,5.5791
238.0,41.4706,24.5531,23.5357,2.7874,98.0963,50.4403,51.2594,5.6034
240.0,41.4234,24.52,23.5074,2.7917,97.8834,50.3991,51.2594,5.6249
242.0,41.3734,24.4834,23.4777,2.7866,97.6677,50.3306,51.1806,5.6426
244.0,41.3926,24.4903,23.4666,2.7851,97.7531,50.3409,51.1909,5.6626
246.0,41.4269,24.4994,23.47,2.7866,97.9117,50.3683,51.208,5.6849
248.0,41.42,24.4903,23.47,2.7909,97.88,50.3409,51.232,5.7043
250.0,41.42,24.4869,23.4734,2.79,97.8474,50.3409,51.2389,5.7166
252.0,41.42,24.5097,23.4563,2.79,97.9777,50.358,51.28,5.7334
254.0,41.4269,24.5234,23.4471,2.7891,98.1623,50.382,51.3211,5.7466
256.0,41.3849,24.52,23.4666,2.7926,98.2926,50.3991,51.3383,5.7634
258.0,41.412,24.5234,23.5031,2.7974,98.2926,50.3991,51.3109,5.7783
260.0,41.4363,24.5097,23.5169,2.8009,98.1297,50.382,51.3109,5.7874
262.0,41.45,24.4903,23.4997,2.8,98.0754,50.358,51.3383,5.7951
264.0,41.4354,24.4731,23.4743,2.7991,98.0971,50.3409,51.3109,5.8066
266.0,41.4869,24.4843,23.4811,2.8026,98.3577,50.3306,51.28,5.8217
268.0,41.5177,24.5277,23.5323,2.8074,98.6726,50.3794,51.4309,5.8257
270.0,41.51,24.578,23.5757,2.8109,98.8571,50.5191,51.5886,5.8386
272.0,41.51,24.5883,23.5869,2.81,98.7703,50.5417,51.6606,5.8514
274.0,41.5031,24.5651,23.5663,2.81,98.5749,50.4891,51.64,5.8643
276.0,41.5306,24.5651,23.564,2.81,98.7703,50.4789,51.64,5.8691
278.0,41.5694,24.5849,23.5526,2.8091,98.8246,50.5726,51.64,5.8809
280.0,41.6037,24.5823,23.564,2.8134,98.7703,50.6083,51.64,5.8874
282.0,41.5626,24.5754,23.5663,2.8149,98.5749,50.5097,51.6503,5.8926
284.0,41.5511,24.5823,23.5834,2.8134,98.7377,50.4506,51.5877,5.8991
286.0,41.5626,24.5823,23.5774,2.8083,98.9223,50.4506,51.6151,5.9117
288.0,41.5814,24.5754,23.5843,2.8126,99.0526,50.5097,51.6851,5.914
290.0,41.644,24.5797,23.6126,2.8174,99.02,50.598,51.8223,5.9186
292.0,41.7083,24.5951,23.6457,2.8209,99.02,50.6137,51.8694,5.924
294.0,41.6954,24.5857,23.6457,2.82,99.02,50.5569,51.8806,5.9309
296.0,41.62,24.554,23.616,2.82,99.02,50.4514,51.7674,5.9317
298.0,41.5386,24.5414,23.5766,2.82,99.02,50.4197,51.6631,5.94
300.0,41.456,24.53,23.534,2.82,99.02,50.4197,51.6177,5.9474
302.0,41.4217,24.5517,23.5323,2.82,98.9874,50.4609,51.6734,5.9534
304.0,41.4997,24.5686,23.5534,2.82,99.1503,50.5191,51.7366,5.9566
306.0,41.5926,24.596,23.604,2.82,99.172,50.5509,51.7709,5.9634
308.0,41.6946,24.59,23.632,2.8191,99.248,50.5783,51.8009,5.9666
310.0,41.7314,24.5831,23.656,2.8226,99.2697,50.6317,51.8591,5.9726
312.0,41.7031,24.6106,23.644,2.8274,99.3991,50.6591,51.89,5.98
314.0,41.6886,24.646,23.6646,2.8309,99.5003,50.6909,51.9097,5.9874
316.0,41.7674,24.6837,23.7089,2.8291,99.6897,50.7389,52.0126,5.9934
318.0,41.8294,24.71,23.766,2.8326,99.79,50.8211,52.1066,5.9974
320.0,41.8877,24.7431,23.7931,2.8374,99.8903,50.8691,52.182,6.0
322.0,41.8937,24.7603,23.8034,2.8417,100.0797,50.9206,52.2291,6.0034
324.0,41.8809,24.7294,23.8034,2.8366,100.2134,50.8794,52.2806,6.004
326.0,41.8423,24.6906,23.7931,2.836,100.2134,50.78,52.2291,6.006
328.0,41.8569,24.6631,23.76,2.834,100.0797,50.6806,52.1709,6.0066
330.0,41.8371,24.6734,23.7294,2.8326,99.8903,50.6497,52.1409,6.01
332.0,41.7674,24.6597,23.7123,2.8326,99.79,50.66,52.1066,6.0126
334.0,41.6963,24.6403,23.6874,2.8349,99.6897,50.66,52.0434,6.0174
336.0,41.6646,24.6266,23.6577,2.8326,99.4669,50.66,51.9989,6.02
338.0,41.6963,24.6266,23.6406,2.8326,99.4669,50.66,51.9989,6.0226
340.0,41.7674,24.6403,23.6646,2.834,99.6563,50.6497,52.0331,6.0274
342.0,41.8294,24.6563,23.7089,2.836,99.9237,50.7011,52.1374,6.0309
344.0,41.88,24.6871,23.766,2.8366,100.0797,50.7183,52.2403,6.0291
346.0,41.9246,24.6929,23.7966,2.8409,100.2134,50.7011,52.2703,6.0334
348.0,41.9314,24.6769,23.7991,2.84,100.2134,50.6591,52.2814,6.034
350.0,41.8603,24.6326,23.7557,2.8409,100.0797,50.642,52.1957,6.0369
352.0,41.7597,24.5754,23.6943,2.8374,99.9237,50.5474,52.0743,6.034
354.0,41.6963,24.5449,23.6543,2.8317,99.6229,50.4411,51.9886,6.0326
356.0,41.6577,24.5411,23.6431,2.8317,99.6006,50.4506,51.9989,6.0317
358.0,41.7306,24.5643,23.6577,2.8374,99.6563,50.5097,52.0229,6.0374
360.0,41.7789,24.6029,23.684,2.8409,99.79,50.598,52.1683,6.0409
362.0,41.8257,24.6486,23.726,2.84,99.8903,50.594,52.3294,6.0391
364.0,41.8071,24.6906,23.7489,2.84,100.0463,50.6057,52.4006,6.0426
366.0,41.9031,24.686,23.7711,2.8391,100.3137,50.6429,52.3689,6.0474
368.0,41.9837,24.694,23.7974,2.8434,100.4697,50.7997,52.4134,6.0509
370.0,42.0454,24.6963,23.8257,2.8449,100.6034,50.8383,52.4766,6.0491
372.0,42.0377,24.7169,23.8351,2.8434,100.6034,50.8726,52.5211,6.0534
374.0,42.0146,24.6963,23.8257,2.8391,100.4363,50.7766,52.51,6.054
376.0,41.94,24.6871,23.7974,2.8391,100.3806,50.7937,52.51,6.0551
378.0,41.8654,24.7066,23.7643,2.8426,100.4363,50.8177,52.51,6.0591
380.0,41.8346,24.7397,23.7669,2.8474,100.6034,50.9103,52.4989,6.0683
382.0,41.8731,24.7637,23.7871,2.8509,100.57,50.9309,52.5434,6.0691
384.0,41.9169,24.7737,23.8137,2.85,100.57,50.9891,52.6177,6.076
386.0,41.9554,24.8174,23.8146,2.85,100.57,51.0303,52.6177,6.0823
388.0,41.9091,24.8206,23.8103,2.85,100.57,51.02,52.5323,6.0834
390.0,41.904,24.8243,23.7974,2.85,100.57,51.02,52.5323,6.0817
392.0,41.8783,24.8137,23.8,2.85,100.57,51.02,52.6066,6.0874
394.0,41.904,24.8369,23.8,2.85,100.57,51.0303,52.6511,6.0909
396.0,41.9169,24.8197,23.8034,2.85,100.6034,50.9789,52.64,6.09
398.0,41.9246,24.8003,23.7897,2.85,100.4363,50.9617,52.64,6.09
400.0,41.8731,24.7866,23.7669,2.85,100.3806,50.9789,52.6511,6.09
402.0,41.8346,24.7866,23.7643,2.85,100.4363,51.0303,52.5954,6.0891
404.0,41.8654,24.8003,23.7974,2.85,100.57,51.0097,52.5769,6.0934
