timestamp,TGS2611-5.65,TGS2612-5.65,TGS2610-5.65,TGS2602-5.65,TGS2611-5.00,TGS2612-5.00,TGS2610-5.00,TGS2602-5.00
0.0,45.7886,27.0643,25.998,2.8286,110.9557,56.09,57.6771,6.3406
2.0,45.7057,27.0329,25.974,2.8317,110.7191,56.046,57.6394,6.3397
4.0,45.6514,27.0157,25.95,2.8334,110.5483,56.022,57.5789,6.3374
6.0,45.6114,27.02,25.9169,2.834,110.3906,56.002,57.4666,6.3326
8.0,45.6,27.0234,25.9066,2.8369,110.43,56.022,57.47,6.3291
10.0,45.5857,27.0097,25.91,2.834,110.43,56.094,57.44,6.33
12.0,45.5771,26.9903,25.91,2.8334,110.43,56.022,57.4314,6.3309
14.0,45.6429,26.9731,25.91,2.8291,110.43,56.002,57.3543,6.3266
16.0,45.6429,26.9937,25.9134,2.83,110.4703,56.022,57.4314,6.326
18.0,45.5857,26.9994,25.904,2.83,110.2689,56.094,57.4529,6.324
20.0,45.5514,26.9971,25.8674,2.83,110.242,56.034,57.4314,6.3234
22.0,45.5686,26.9629,25.8294,2.83,110.1077,55.954,57.3671,6.3191
24.0,45.5257,26.9606,25.8114,2.83,110.242,55.966,57.3929,6.32
26.0,45.5114,26.9663,25.8329,2.83,110.3091,55.986,57.3157,6.3191
28.0,45.5257,26.9834,25.8571,2.83,110.3091,56.026,57.3457,6.3234
30.0,45.56,26.98,25.8743,2.83,110.2017,55.986,57.44,6.3257
32.0,45.5857,26.98,25.8666,2.83,110.2689,55.978,57.5557,6.32
34.0,45.6257,26.98,25.8769,2.8309,110.4309,55.918,57.53,6.3143
36.0,45.6943,26.9766,25.91,2.8266,110.628,55.93,57.53,6.3174
38.0,45.7429,26.9937,25.9431,2.8251,110.4923,55.93,57.53,6.3183
40.0,45.7429,26.9994,25.9569,2.8266,110.3594,55.918,57.53,6.3126
42.0,45.6857,26.9937,25.9397,2.8309,110.2294,55.966,57.53,6.3091
44.0,45.6514,26.98,25.9237,2.8309,110.4703,56.058,57.5429,6.31
46.0,45.6686,26.9697,25.8963,2.8274,110.4703,56.01,57.5043,6.31
48.0,45.6429,26.9503,25.8803,2.8217,110.3091,55.862,57.404,6.31
50.0,45.5429,26.9366,25.8563,2.8226,110.0406,55.766,57.1966,6.31
52.0,45.5029,26.9554,25.9043,2.8266,110.0406,55.8603,57.0434,6.3143
54.0,45.7114,26.9486,26.0217,2.826,110.5054,55.7043,56.8471,6.3194
56.0,45.8477,26.6769,25.7991,2.7906,110.0331,54.9031,55.5514,6.2334
58.0,45.578,26.1954,25.2131,2.7151,108.5291,53.5863,53.3449,6.0163
60.0,44.9966,25.6757,24.5191,2.594,105.9671,52.376,51.2303,5.6611
62.0,44.4814,25.3726,24.114,2.4634,103.7946,51.6329,50.2589,5.2737
64.0,44.1494,25.2157,23.8743,2.3577,102.0174,51.2677,49.8443,4.9337
66.0,43.8566,25.1594,23.7291,2.2789,100.8991,51.0989,49.7431,4.6569
68.0,43.598,25.1206,23.6083,2.2194,99.9194,51.0817,49.5989,4.418
70.0,43.3469,25.0794,23.4903,2.1623,99.3349,51.068,49.4794,4.1997
72.0,43.2029,25.084,23.4111,2.126,99.0191,51.0611,49.3311,4.036
74.0,43.0926,25.076,23.3206,2.0974,98.64,51.02,49.2486,3.8974
76.0,42.9683,25.0737,23.2603,2.0791,98.2591,50.9686,49.132,3.79
78.0,42.8586,25.0566,23.2131,2.0617,97.85,51.0029,49.0983,3.7009
80.0,42.8046,25.0566,23.1774,2.0483,97.5726,51.0269,49.0606,3.6291
82.0,42.82,25.0703,23.162,2.0426,97.4783,51.1023,49.07,3.5709
84.0,42.82,25.0897,23.1723,2.0366,97.51,51.0989,49.0794,3.5174
86.0,42.82,25.1034,23.1749,2.0326,97.51,51.1606,49.0417,3.4734
88.0,42.82,25.1,23.1577,2.03,97.51,51.1091,48.9883,3.4383
90.0,42.82,25.0966,23.1474,2.0266,97.51,51.0509,48.9506,3.4083
92.0,42.82,25.1103,23.15,2.026,97.51,50.9994,48.96,3.3843
94.0,42.8354,25.1331,23.156,2.024,97.51,51.0714,48.9694,3.3657
96.0,42.7737,25.1331,23.1294,2.0226,97.51,51.0269,48.9223,3.3526
98.0,42.694,25.1103,23.1083,2.0217,97.51,51.0337,48.9066,3.3391
100.0,42.5937,25.0966,23.0886,2.0274,97.51,51.0577,48.9223,3.3291
102.0,42.604,25.1034,23.0903,2.0309,97.51,51.1709,48.9789,3.3226
104.0,42.586,25.0897,23.0809,2.03,97.51,51.1194,48.9317,3.3166
106.0,42.5809,25.0703,23.0723,2.03,97.51,51.0097,48.8783,3.3126
108.0,42.5491,25.0566,23.0426,2.03,97.5417,50.9617,48.8406,3.3091
110.0,42.5294,25.0634,23.0143,2.03,97.4149,50.948,48.8594,3.31
112.0,42.4906,25.0497,23.0109,2.03,97.2351,50.9411,48.8217,3.31
114.0,42.4709,25.0303,23.0023,2.0291,97.14,50.9,48.7683,3.31
116.0,42.4469,25.0166,22.9726,2.0326,97.0131,50.8589,48.7306,3.3091
118.0,42.3954,25.0166,22.9417,2.0374,96.9603,50.8417,48.7503,3.3117
120.0,42.3954,25.0337,22.9451,2.0409,97.0131,50.8486,48.6989,3.32
122.0,42.4469,25.0429,22.9623,2.04,97.1717,50.9514,48.6817,3.3283
124.0,42.4777,25.0234,22.9726,2.04,97.14,50.9583,48.6989,3.3309
126.0,42.4777,24.9903,22.97,2.04,97.1083,50.9617,48.7503,3.3291
128.0,42.4391,24.9629,22.97,2.04,97.2351,50.8177,48.7306,3.3317
130.0,42.4263,24.9606,22.9666,2.0391,97.4466,50.7526,48.7683,3.34
132.0,42.4391,24.9663,22.9803,2.0426,97.4149,50.7286,48.8217,3.3474
134.0,42.4777,24.9834,22.9997,2.0474,97.3303,50.7903,48.8594,3.3534
136.0,42.47,24.98,23.0134,2.0509,97.3514,50.78,48.85,3.3566
138.0,42.47,24.98,23.0074,2.05,97.6369,50.78,48.8406,3.3626
140.0,42.4631,24.9766,23.0143,2.05,97.7849,50.7697,48.8783,3.37
142.0,42.4906,24.9903,23.0426,2.05,97.9117,50.8109,48.9317,3.3783
144.0,42.5294,25.0097,23.0723,2.05,97.88,50.8691,48.9694,3.3809
146.0,42.5569,25.0234,23.0834,2.05,97.88,50.9103,48.96,3.3791
148.0,42.55,25.0166,23.08,2.0491,97.88,50.9,48.9506,3.3826
150.0,42.5569,25.0303,23.08,2.0526,97.88,50.9,48.9977,3.3874
152.0,42.5226,25.0463,23.0714,2.0566,97.8474,50.8794,48.9749,3.3891
154.0,42.488,25.0566,23.0843,2.0617,97.9451,50.9309,49.0543,3.3917
156.0,42.5689,25.124,23.1937,2.0691,98.1614,51.1177,49.392,3.4109
158.0,42.8029,25.2854,23.4266,2.0926,98.8037,51.5557,50.1206,3.4474
160.0,43.0926,25.506,23.7106,2.1283,99.6254,52.0429,50.8591,3.5034
162.0,43.3666,25.6997,23.9886,2.1683,100.7046,52.5466,51.5834,3.5791
164.0,43.6503,25.8837,24.2457,2.2134,101.6589,52.9649,52.206,3.6674
166.0,43.9114,26.0194,24.4649,2.2691,102.6386,53.404,52.7926,3.7643
168.0,44.0946,26.1371,24.6291,2.3283,103.2486,53.758,53.2366,3.8649
170.0,44.2331,26.25,24.7963,2.3809,104.0963,54.0069,53.7174,3.9743
172.0,44.3923,26.3597,24.9654,2.43,104.7451,54.2071,54.1309,4.0883
174.0,44.6063,26.4243,25.0966,2.4809,105.214,54.3931,54.4749,4.21
176.0,44.7389,26.46,25.1937,2.5291,105.5754,54.5626,54.7191,4.33
178.0,44.8143,26.5026,25.2966,2.5683,106.2586,54.7446,54.9891,4.4509
180.0,44.8689,26.5509,25.3629,2.6043,106.8469,54.9014,55.2746,4.5683
182.0,44.9811,26.584,25.404,2.6357,107.2877,55.0266,55.5126,4.6817
184.0,45.0434,26.5934,25.4497,2.6617,107.6146,55.0777,55.6966,4.7883
186.0,45.1043,26.59,25.4897,2.68,107.6891,55.0546,55.7611,4.8909
188.0,45.1357,26.5866,25.524,2.7009,107.8057,55.0849,55.894,4.9909
190.0,45.2043,26.6037,25.556,2.7174,107.9857,55.1234,56.018,5.0891
192.0,45.2529,26.6129,25.6006,2.7343,108.3329,55.1703,56.114,5.1791
194.0,45.2529,26.59,25.5994,2.7449,108.32,55.0434,56.078,5.2609
196.0,45.1957,26.5671,25.5937,2.7534,108.41,55.0369,56.1131,5.3409
198.0,45.17,26.5763,25.5766,2.76,108.4743,55.0554,56.2326,5.4183
200.0,45.1357,26.5934,25.58,2.7666,108.4743,55.1111,56.3534,5.4917
202.0,45.1214,26.5866,25.58,2.776,108.3714,55.088,56.3809,5.5583
204.0,45.1357,26.6037,25.5766,2.7849,108.4357,55.136,56.416,5.6209
206.0,45.1786,26.6094,25.5903,2.7909,108.6286,55.216,56.484,5.6809
208.0,45.17,26.6003,25.6097,2.7926,108.59,55.204,56.532,5.7383
