timestamp,tgs2600,tgs2603,tgs2611,tgs2602,micsD,micsH,micsA,temp,humi
0,1.9417534589767456,1.6791868329048156,0.1514483213424682,1.4749761700630186,3.235273468494415,3.2366562366485594,2.5290817737579343,28.42206454566262,29.20119020370794
10,1.9416574716567991,1.6791333317756651,0.1514479279518127,1.4748612999916075,3.211007559299469,3.2121314764022824,2.5176105022430417,28.48249027237354,29.24391546501869
20,1.941641342639923,1.6791655898094175,0.1514459609985351,1.4747822284698486,3.207329750061035,3.208188915252685,2.516375648975372,28.42206454566262,29.188982986190585
30,1.9414950013160703,1.6791046142578123,0.1514510750770568,1.4747204661369322,3.2066417098045346,3.207440686225891,2.516173446178436,28.44220645456626,29.21492332341497
40,1.941533160209656,1.6791014671325684,0.1514089822769165,1.4746402144432067,3.2065539836883543,3.2073033928871157,2.515795004367828,28.381780727855343,29.233234149691004
50,1.9414312720298763,1.6790747165679931,0.1514317989349365,1.4748455643653868,3.206472158432007,3.20715115070343,2.515990912914276,28.4623483634699,29.217975127794308
60,1.9412892580032348,1.679080617427826,0.1514176368713378,1.4747873425483702,3.2064851403236387,3.207277429103851,2.5157442569732664,28.48249027237354,29.219501029983977
70,1.941234970092773,1.6789999723434448,0.1514258980751037,1.4747177124023436,3.2065217256546017,3.2072597265243528,2.5157871365547178,28.48249027237354,29.20729381246662
80,1.9411311149597168,1.6789519786834717,0.1514211773872375,1.474958860874176,3.206471371650696,3.207202291488647,2.515821361541748,28.42206454566262,29.2133974212253
90,1.941040635108948,1.678974401950836,0.1514015078544616,1.47475665807724,3.206547689437866,3.207221174240112,2.515842604637146,28.44220645456626,29.178301670862897
100,1.94098516702652,1.678926408290863,0.1513944268226623,1.4746059894561767,3.206446588039398,3.207216453552246,2.5157025575637815,28.44220645456626,29.178301670862897
110,1.9408506274223327,1.6788756608963011,0.1513932466506957,1.474507641792297,3.2064076423645016,3.207164919376373,2.515877616405487,28.48249027237354,29.23170824750133
120,1.9408223032951355,1.6789244413375854,0.151409375667572,1.4746142506599424,3.206476879119873,3.2069910407066344,2.515907514095306,28.542915999084457,29.2133974212253
130,1.9407389044761656,1.6788689732551574,0.1513743638992309,1.4746421813964845,3.206430459022522,3.207061457633972,2.515985798835754,28.50263218127718,29.221026932173647
140,1.9406708478927608,1.6789016246795654,0.1513889193534851,1.4746406078338623,3.2064119696617124,3.2071704268455505,2.5159822583198546,28.4623483634699,29.217975127794308
150,1.940518999099732,1.6788209795951845,0.1513763308525085,1.4743546128273008,3.206539034843445,3.2074103951454163,2.5166093230247495,28.48249027237354,29.195086594949263
160,1.940455663204193,1.6787297129631042,0.1513822317123413,1.474713385105133,3.2065571308135983,3.2075732588768004,2.5164877653121946,28.44220645456626,29.20271610589761
170,1.940306961536408,1.6787434816360474,0.1513562679290771,1.4746712923049925,3.206563425064086,3.2076007962226867,2.5167953968048096,28.44220645456626,29.21492332341497
180,1.9374611735343927,1.6786722779273986,0.1513621687889099,1.474507641792297,3.2062636613845825,3.20672550201416,2.5168296217918393,28.48249027237354,29.20729381246662
190,1.9346987843513488,1.6786832928657531,0.1513523340225219,1.4745697975158691,3.206227076053619,3.2068199157714843,2.5168386697769165,28.48249027237354,29.219501029983977
200,1.930781006813049,1.678721845149994,0.1513491868972778,1.4742480039596555,3.206332504749298,3.207041788101196,2.5169877648353576,28.48249027237354,29.219501029983977
210,1.928119719028473,1.6786207437515257,0.151353120803833,1.4743396639823914,3.206245172023773,3.2073179483413696,2.517160069942474,28.48249027237354,29.25612268253605
220,1.926159846782684,1.6786109089851378,0.1513436794281006,1.4743443846702575,3.206400167942047,3.2071440696716307,2.5169590473175045,28.542915999084457,29.25001907377737
