timestamp,TGS2611-5.65,TGS2612-5.65,TGS2610-5.65,TGS2602-5.65,TGS2611-5.00,TGS2612-5.00,TGS2610-5.00,TGS2602-5.00
0.00,44.11,21.73,24.66,8.02,80.58,49.28,65.19,8.56
0.01,44.11,21.77,24.66,8.04,80.58,49.16,65.19,8.56
0.02,44.11,21.77,24.66,8.02,80.58,49.16,65.19,8.56
0.03,44.11,21.73,24.66,8.04,80.58,49.16,65.19,8.56
0.04,44.11,21.77,24.66,8.04,80.58,49.05,65.19,8.57
0.05,44.11,21.73,24.63,8.02,80.58,49.28,65.19,8.56
0.06,44.11,21.73,24.70,8.04,80.32,49.16,65.01,8.57
0.07,44.11,21.73,24.63,8.04,80.58,49.16,65.01,8.56
0.08,44.11,21.73,24.66,8.04,80.58,49.16,65.19,8.56
0.09,44.11,21.73,24.66,8.02,80.58,49.16,65.38,8.56
0.10,44.11,21.77,24.63,8.02,80.58,49.16,65.01,8.56
0.11,44.11,21.73,24.63,8.04,80.58,49.05,65.19,8.55
0.12,44.02,21.73,24.63,8.04,80.58,49.28,65.19,8.58
0.13,44.11,21.77,24.63,8.04,80.58,49.05,65.19,8.56
0.14,44.11,21.73,24.63,8.04,80.58,49.16,65.19,8.56
0.15,44.11,21.77,24.66,8.04,80.58,49.16,65.19,8.56
0.16,44.11,21.77,24.66,8.04,80.58,49.16,65.19,8.56
0.17,44.02,21.77,24.66,8.04,80.58,49.16,65.19,8.57
0.18,44.02,21.73,24.63,8.04,80.58,49.16,65.19,8.56
0.19,44.11,21.77,24.63,8.04,80.58,49.05,65.19,8.56
0.20,44.11,21.73,24.66,8.02,80.58,49.16,65.01,8.57
0.21,44.02,21.73,24.66,8.04,80.32,49.16,65.19,8.56
0.22,44.02,21.73,24.66,8.04,80.58,49.28,65.19,8.57
0.23,44.11,21.70,24.63,8.04,80.58,49.16,65.19,8.56
0.24,44.02,21.73,24.66,8.04,80.58,49.16,65.19,8.58
0.25,44.11,21.77,24.66,8.04,80.58,49.16,65.19,8.56
0.26,44.02,21.73,24.66,8.02,80.58,49.28,65.38,8.57
0.27,44.11,21.73,24.66,8.04,80.58,49.16,65.19,8.56
0.28,44.11,21.73,24.66,8.04,80.58,49.16,65.19,8.55
0.29,44.11,21.73,24.66,8.04,80.58,49.28,65.19,8.56
0.30,44.11,21.77,24.66,8.04,80.58,49.16,65.19,8.56
0.31,44.02,21.77,24.66,8.04,80.58,49.05,65.19,8.56
0.32,44.11,21.73,24.63,8.02,80.58,49.16,65.19,8.56
0.33,44.11,21.77,24.66,8.04,80.58,49.16,65.19,8.56
0.34,44.11,21.73,24.66,8.04,80.58,49.16,65.01,8.57
0.35,44.11,21.73,24.63,8.04,80.58,49.05,65.19,8.56
0.36,44.11,21.73,24.66,8.02,80.58,49.16,65.19,8.57
0.37,44.11,21.77,24.66,8.04,80.58,49.16,65.19,8.56
0.38,44.11,21.73,24.63,8.04,80.58,49.16,65.19,8.56
0.39,44.11,21.73,24.66,8.04,80.58,49.05,65.01,8.56
0.40,44.11,21.73,24.63,8.04,80.58,49.05,65.19,8.56
0.41,44.02,21.73,24.63,8.04,80.58,49.05,65.19,8.56
0.42,44.11,21.73,24.63,8.04,80.58,49.16,65.19,8.56
0.43,44.02,21.70,24.66,8.04,80.58,49.16,65.19,8.57
0.44,44.11,21.73,24.66,8.04,80.58,49.16,65.19,8.57
0.45,44.11,21.73,24.66,8.04,80.58,49.05,65.19,8.56
0.46,44.11,21.77,24.63,8.04,80.58,49.16,65.38,8.57
0.47,44.02,21.73,24.66,8.04,80.58,49.16,65.19,8.56
0.48,44.11,21.73,24.66,8.04,80.58,49.05,65.19,8.56
0.49,44.11,21.73,24.66,8.04,80.58,49.05,65.38,8.56
0.50,44.11,21.73,24.63,8.04,80.58,49.16,65.19,8.56
0.51,44.11,21.73,24.66,8.02,80.58,49.16,65.01,8.56
0.52,44.02,21.73,24.63,8.04,80.32,49.16,65.19,8.56
0.53,44.02,21.73,24.63,8.04,80.58,49.16,64.83,8.56
0.54,44.02,21.77,24.63,8.04,80.32,49.16,65.19,8.56
0.55,44.02,21.73,24.66,8.04,80.85,49.16,65.19,8.56
0.56,44.02,21.77,24.66,8.02,80.58,49.16,65.01,8.56
0.57,44.11,21.73,24.66,8.04,80.58,49.16,65.01,8.56
0.58,44.11,21.77,24.63,8.04,80.58,49.16,65.19,8.57
0.59,44.02,21.77,24.63,8.04,80.58,49.16,65.19,8.57
0.60,44.11,21.77,24.66,8.04,80.58,49.16,65.19,8.56
0.61,44.02,21.73,24.66,8.04,80.58,49.16,65.19,8.56
0.62,44.02,21.77,24.66,8.02,80.58,49.16,65.38,8.57
0.63,44.11,21.73,24.66,8.02,80.58,49.16,65.01,8.56
0.64,44.11,21.73,24.63,8.02,80.58,49.16,65.19,8.56
0.65,44.11,21.73,24.66,8.02,80.58,49.05,65.01,8.56
0.66,44.02,21.73,24.66,8.04,80.58,49.16,65.19,8.56
0.67,44.11,21.73,24.66,8.02,80.58,49.16,65.19,8.57
0.68,44.02,21.77,24.66,8.02,80.58,49.05,65.19,8.57
0.69,44.11,21.73,24.63,8.04,80.58,49.16,65.19,8.56
0.70,44.11,21.80,24.63,8.04,80.58,49.16,65.19,8.56
0.71,44.02,21.77,24.66,8.04,80.58,49.16,65.19,8.56
0.72,44.02,21.73,24.66,8.04,80.58,49.16,65.19,8.57
0.73,44.11,21.73,24.63,8.04,80.58,49.16,65.19,8.57
0.74,44.11,21.77,24.63,8.04,80.58,49.05,65.01,8.55
